,period,respondent,respondent_name,value_units,day_ahead_demand_forecast,demand,net_generation,total_interchange
12168,2024-06-21T18,PJM,"PJM Interconnection, LLC",megawatthours,141692,139738,,
12169,2024-06-21T19,PJM,"PJM Interconnection, LLC",megawatthours,144420,143028,,
12170,2024-06-21T20,PJM,"PJM Interconnection, LLC",megawatthours,146359,145088,,
12171,2024-06-21T21,PJM,"PJM Interconnection, LLC",megawatthours,146647,147114,,
12172,2024-06-21T22,PJM,"PJM Interconnection, LLC",megawatthours,144607,147976,,
12173,2024-06-21T23,PJM,"PJM Interconnection, LLC",megawatthours,139765,147173,,
12174,2024-06-22T00,PJM,"PJM Interconnection, LLC",megawatthours,134073,143928,,
12175,2024-11-20T00,PJM,"PJM Interconnection, LLC",megawatthours,89419,91540,93823,1370
12176,2024-11-20T01,PJM,"PJM Interconnection, LLC",megawatthours,87544,90223,92881,1370
12177,2024-11-20T02,PJM,"PJM Interconnection, LLC",megawatthours,84458,87956,90769,1370
12178,2024-11-20T03,PJM,"PJM Interconnection, LLC",megawatthours,80232,84563,87219,1370
12179,2024-11-20T04,PJM,"PJM Interconnection, LLC",megawatthours,76079,80405,83300,1370
12180,2024-11-20T05,PJM,"PJM Interconnection, LLC",megawatthours,73067,77360,80542,1370
12181,2024-11-20T06,PJM,"PJM Interconnection, LLC",megawatthours,71038,74919,78478,3558
12182,2024-11-20T07,PJM,"PJM Interconnection, LLC",megawatthours,69980,73260,77068,3808
12183,2024-11-20T08,PJM,"PJM Interconnection, LLC",megawatthours,69703,72518,76999,4481
12184,2024-11-20T09,PJM,"PJM Interconnection, LLC",megawatthours,70912,72186,76269,4083
12185,2024-11-20T10,PJM,"PJM Interconnection, LLC",megawatthours,74677,73427,77281,3854
12186,2024-11-20T11,PJM,"PJM Interconnection, LLC",megawatthours,81170,76004,79272,3268
12187,2024-11-20T12,PJM,"PJM Interconnection, LLC",megawatthours,85457,81730,84520,2790
12188,2024-11-20T13,PJM,"PJM Interconnection, LLC",megawatthours,86427,85570,87746,2177
12189,2024-11-20T14,PJM,"PJM Interconnection, LLC",megawatthours,85975,86462,88710,2249
12190,2024-11-20T15,PJM,"PJM Interconnection, LLC",megawatthours,85623,86556,88837,2281
12191,2024-11-20T16,PJM,"PJM Interconnection, LLC",megawatthours,85167,86119,88417,2298
12192,2024-11-20T17,PJM,"PJM Interconnection, LLC",megawatthours,85093,86017,88782,2765
12193,2024-11-20T18,PJM,"PJM Interconnection, LLC",megawatthours,85356,86513,89699,3186
12194,2024-11-20T19,PJM,"PJM Interconnection, LLC",megawatthours,85590,86543,89728,3185
12195,2024-11-20T20,PJM,"PJM Interconnection, LLC",megawatthours,86120,86381,89575,3194
12196,2024-11-20T21,PJM,"PJM Interconnection, LLC",megawatthours,87707,86426,90383,3957
12197,2024-11-20T22,PJM,"PJM Interconnection, LLC",megawatthours,90378,88608,92352,3743
12198,2024-11-20T23,PJM,"PJM Interconnection, LLC",megawatthours,90980,92213,94965,2752
12199,2024-11-21T00,PJM,"PJM Interconnection, LLC",megawatthours,90362,93012,95017,2005
12200,2024-11-21T01,PJM,"PJM Interconnection, LLC",megawatthours,88687,91913,93344,1432
12201,2024-11-21T02,PJM,"PJM Interconnection, LLC",megawatthours,86006,90395,92201,1805
12202,2024-11-21T03,PJM,"PJM Interconnection, LLC",megawatthours,81991,87676,90123,2446
12203,2024-11-21T04,PJM,"PJM Interconnection, LLC",megawatthours,78135,84923,87204,2281
12204,2024-11-21T05,PJM,"PJM Interconnection, LLC",megawatthours,75527,82504,85133,2630
12205,2024-11-21T06,PJM,"PJM Interconnection, LLC",megawatthours,74962,80005,84131,4126
12206,2024-11-21T07,PJM,"PJM Interconnection, LLC",megawatthours,74264,78625,82884,4259
12207,2024-11-21T08,PJM,"PJM Interconnection, LLC",megawatthours,74524,78136,82774,4638
12208,2024-11-21T09,PJM,"PJM Interconnection, LLC",megawatthours,76431,78648,83000,4352
12209,2024-11-21T10,PJM,"PJM Interconnection, LLC",megawatthours,80716,80394,84491,4098
12210,2024-11-21T11,PJM,"PJM Interconnection, LLC",megawatthours,87751,83638,86986,3348
12211,2024-11-21T12,PJM,"PJM Interconnection, LLC",megawatthours,92103,90300,92119,1819
12212,2024-11-21T13,PJM,"PJM Interconnection, LLC",megawatthours,92672,95060,96423,1363
12213,2024-11-21T14,PJM,"PJM Interconnection, LLC",megawatthours,91591,95293,97409,2116
12214,2024-11-21T15,PJM,"PJM Interconnection, LLC",megawatthours,90732,94744,97769,3025
12215,2024-11-21T16,PJM,"PJM Interconnection, LLC",megawatthours,90050,94812,98561,3749
12216,2024-11-21T17,PJM,"PJM Interconnection, LLC",megawatthours,89661,56260,98308,2152
12217,2024-11-21T18,PJM,"PJM Interconnection, LLC",megawatthours,89612,95482,98247,2765
12218,2024-11-21T19,PJM,"PJM Interconnection, LLC",megawatthours,89735,96126,98851,2724
12219,2024-11-21T20,PJM,"PJM Interconnection, LLC",megawatthours,90433,96015,98492,2476
12220,2024-11-21T21,PJM,"PJM Interconnection, LLC",megawatthours,92539,96266,98813,2548
12221,2024-11-21T22,PJM,"PJM Interconnection, LLC",megawatthours,95835,98982,101259,2277
12222,2024-11-21T23,PJM,"PJM Interconnection, LLC",megawatthours,97219,102522,103650,1128
12223,2024-11-22T00,PJM,"PJM Interconnection, LLC",megawatthours,97337,102674,104048,1373
12224,2024-11-22T01,PJM,"PJM Interconnection, LLC",megawatthours,96662,101681,103417,1736
12225,2024-11-22T02,PJM,"PJM Interconnection, LLC",megawatthours,94207,100194,101893,1698
12226,2024-11-22T03,PJM,"PJM Interconnection, LLC",megawatthours,90356,97242,98956,1714
12227,2024-11-22T04,PJM,"PJM Interconnection, LLC",megawatthours,86945,93261,95160,1898
12228,2024-11-22T05,PJM,"PJM Interconnection, LLC",megawatthours,83898,89656,91827,2171
12229,2024-11-22T06,PJM,"PJM Interconnection, LLC",megawatthours,82604,87952,89601,1648
12230,2024-11-22T07,PJM,"PJM Interconnection, LLC",megawatthours,81933,87185,89331,2147
12231,2024-11-22T08,PJM,"PJM Interconnection, LLC",megawatthours,81869,86199,88005,1806
12232,2024-11-22T09,PJM,"PJM Interconnection, LLC",megawatthours,83522,85884,88153,2269
12233,2024-11-22T10,PJM,"PJM Interconnection, LLC",megawatthours,87668,86347,88007,1660
12234,2024-11-22T11,PJM,"PJM Interconnection, LLC",megawatthours,94378,89408,90804,1396
12235,2024-11-22T12,PJM,"PJM Interconnection, LLC",megawatthours,98553,96001,96065,64
12236,2024-11-22T13,PJM,"PJM Interconnection, LLC",megawatthours,99118,100136,100507,371
12237,2024-11-22T14,PJM,"PJM Interconnection, LLC",megawatthours,98136,100329,101023,694
12238,2024-11-22T15,PJM,"PJM Interconnection, LLC",megawatthours,97151,100174,101466,1292
12239,2024-11-22T16,PJM,"PJM Interconnection, LLC",megawatthours,96257,100386,101885,1499
12240,2024-11-22T17,PJM,"PJM Interconnection, LLC",megawatthours,95558,100258,101483,1225
12241,2024-11-22T18,PJM,"PJM Interconnection, LLC",megawatthours,95097,99883,100048,165
12242,2024-11-22T19,PJM,"PJM Interconnection, LLC",megawatthours,94696,99937,100076,139
12243,2024-11-22T20,PJM,"PJM Interconnection, LLC",megawatthours,95041,99743,100022,278
12244,2024-11-22T21,PJM,"PJM Interconnection, LLC",megawatthours,96429,99965,99778,-187
12245,2024-11-22T22,PJM,"PJM Interconnection, LLC",megawatthours,98479,101534,100539,-994
12246,2024-11-22T23,PJM,"PJM Interconnection, LLC",megawatthours,98359,103692,102943,-749
12247,2024-11-23T00,PJM,"PJM Interconnection, LLC",megawatthours,97347,102520,101951,-569
12248,2024-04-21T00,PJM,"PJM Interconnection, LLC",megawatthours,79224,76608,80413,3806
12249,2024-04-21T01,PJM,"PJM Interconnection, LLC",megawatthours,78239,78367,81529,3162
12250,2024-04-21T02,PJM,"PJM Interconnection, LLC",megawatthours,75576,77293,80302,3009
12251,2024-04-21T03,PJM,"PJM Interconnection, LLC",megawatthours,72608,74541,78218,3677
12252,2024-04-21T04,PJM,"PJM Interconnection, LLC",megawatthours,70124,71771,75130,3359
12253,2024-04-21T05,PJM,"PJM Interconnection, LLC",megawatthours,67937,69549,72100,2551
12254,2024-04-21T06,PJM,"PJM Interconnection, LLC",megawatthours,67003,68104,70714,2609
12255,2024-04-21T07,PJM,"PJM Interconnection, LLC",megawatthours,67034,67772,70428,2656
12256,2024-04-21T08,PJM,"PJM Interconnection, LLC",megawatthours,67416,67595,70551,2956
12257,2024-04-21T09,PJM,"PJM Interconnection, LLC",megawatthours,68826,67852,70632,2780
12258,2024-04-21T10,PJM,"PJM Interconnection, LLC",megawatthours,70872,67937,70996,3060
12259,2024-04-21T11,PJM,"PJM Interconnection, LLC",megawatthours,72828,69959,72411,2455
12260,2024-04-21T12,PJM,"PJM Interconnection, LLC",megawatthours,74297,71757,73715,1958
12261,2024-04-21T13,PJM,"PJM Interconnection, LLC",megawatthours,74657,74219,75715,1496
12262,2024-04-21T14,PJM,"PJM Interconnection, LLC",megawatthours,74145,75983,77407,1424
12263,2024-04-21T15,PJM,"PJM Interconnection, LLC",megawatthours,73690,76874,78865,1991
12264,2024-04-21T16,PJM,"PJM Interconnection, LLC",megawatthours,72950,76961,78958,1998
12265,2024-04-21T17,PJM,"PJM Interconnection, LLC",megawatthours,72092,76837,78215,1378
12266,2024-04-21T18,PJM,"PJM Interconnection, LLC",megawatthours,71379,76961,78350,1388
12267,2024-04-21T19,PJM,"PJM Interconnection, LLC",megawatthours,71418,76808,78650,1843
12268,2024-04-21T20,PJM,"PJM Interconnection, LLC",megawatthours,72595,76706,78406,1699
12269,2024-04-21T21,PJM,"PJM Interconnection, LLC",megawatthours,74691,77829,79626,1797
12270,2024-04-21T22,PJM,"PJM Interconnection, LLC",megawatthours,76634,78430,80616,2186
12271,2024-04-21T23,PJM,"PJM Interconnection, LLC",megawatthours,79024,78761,81756,2995
12272,2024-04-22T00,PJM,"PJM Interconnection, LLC",megawatthours,81340,80436,82602,2166
12273,2024-04-22T01,PJM,"PJM Interconnection, LLC",megawatthours,80361,83086,85142,2055
12274,2024-04-22T02,PJM,"PJM Interconnection, LLC",megawatthours,77522,82418,85869,3451
12275,2024-04-22T03,PJM,"PJM Interconnection, LLC",megawatthours,74412,79136,82202,3066
12276,2024-04-22T04,PJM,"PJM Interconnection, LLC",megawatthours,71873,75987,78600,2613
12277,2024-04-22T05,PJM,"PJM Interconnection, LLC",megawatthours,71576,74406,76319,1914
12278,2024-04-22T06,PJM,"PJM Interconnection, LLC",megawatthours,71410,73662,75374,1713
12279,2024-04-22T07,PJM,"PJM Interconnection, LLC",megawatthours,71884,73477,74978,1501
12280,2024-04-22T08,PJM,"PJM Interconnection, LLC",megawatthours,74040,73722,75532,1810
12281,2024-04-22T09,PJM,"PJM Interconnection, LLC",megawatthours,78771,75804,77390,1586
12282,2024-04-22T10,PJM,"PJM Interconnection, LLC",megawatthours,85977,80300,82057,1757
12283,2024-04-22T11,PJM,"PJM Interconnection, LLC",megawatthours,90017,87326,88707,1380
12284,2024-04-22T12,PJM,"PJM Interconnection, LLC",megawatthours,89398,90714,92551,1837
12285,2024-04-22T13,PJM,"PJM Interconnection, LLC",megawatthours,86841,88843,90436,1593
12286,2024-04-22T14,PJM,"PJM Interconnection, LLC",megawatthours,84646,85590,87407,1817
12287,2024-04-22T15,PJM,"PJM Interconnection, LLC",megawatthours,82817,83227,85033,1805
12288,2024-04-22T16,PJM,"PJM Interconnection, LLC",megawatthours,81321,82129,83874,1745
12289,2024-04-22T17,PJM,"PJM Interconnection, LLC",megawatthours,80221,82285,83514,1229
12290,2024-04-22T18,PJM,"PJM Interconnection, LLC",megawatthours,79198,81631,82586,955
12291,2024-04-22T19,PJM,"PJM Interconnection, LLC",megawatthours,78750,80730,81448,718
12292,2024-04-22T20,PJM,"PJM Interconnection, LLC",megawatthours,79343,80253,81196,943
12293,2024-04-22T21,PJM,"PJM Interconnection, LLC",megawatthours,81180,80633,81838,1205
12294,2024-04-22T22,PJM,"PJM Interconnection, LLC",megawatthours,82729,81459,83157,1698
12295,2024-04-22T23,PJM,"PJM Interconnection, LLC",megawatthours,84655,82109,83952,1843
12296,2024-04-23T00,PJM,"PJM Interconnection, LLC",megawatthours,86450,83340,84816,1475
12297,2024-04-23T01,PJM,"PJM Interconnection, LLC",megawatthours,84738,85475,87338,1863
12298,2024-04-23T02,PJM,"PJM Interconnection, LLC",megawatthours,80741,83831,85949,2118
12299,2024-04-23T03,PJM,"PJM Interconnection, LLC",megawatthours,76837,79806,81806,2000
12300,2024-04-23T04,PJM,"PJM Interconnection, LLC",megawatthours,73947,76203,78012,1809
12301,2024-04-23T05,PJM,"PJM Interconnection, LLC",megawatthours,72445,74111,,
12302,2024-04-23T06,PJM,"PJM Interconnection, LLC",megawatthours,71948,73128,,
12303,2024-04-23T07,PJM,"PJM Interconnection, LLC",megawatthours,72200,72753,,
12304,2024-04-23T08,PJM,"PJM Interconnection, LLC",megawatthours,74205,73043,,
12305,2024-04-23T09,PJM,"PJM Interconnection, LLC",megawatthours,78624,74268,,
12306,2024-04-23T10,PJM,"PJM Interconnection, LLC",megawatthours,85393,78284,,
12307,2024-04-23T11,PJM,"PJM Interconnection, LLC",megawatthours,88863,85186,,
12308,2024-04-23T12,PJM,"PJM Interconnection, LLC",megawatthours,87716,87679,,
12309,2024-04-23T13,PJM,"PJM Interconnection, LLC",megawatthours,84956,85843,,
12310,2024-04-23T14,PJM,"PJM Interconnection, LLC",megawatthours,82887,83183,,
12311,2024-04-23T15,PJM,"PJM Interconnection, LLC",megawatthours,81410,82384,,
12312,2024-04-23T16,PJM,"PJM Interconnection, LLC",megawatthours,80387,81907,,
12313,2024-04-23T17,PJM,"PJM Interconnection, LLC",megawatthours,79895,81453,,
12314,2024-04-23T18,PJM,"PJM Interconnection, LLC",megawatthours,79389,81559,,
12315,2024-04-23T19,PJM,"PJM Interconnection, LLC",megawatthours,79366,81179,,
12316,2024-04-23T20,PJM,"PJM Interconnection, LLC",megawatthours,80065,81248,,
12317,2024-04-23T21,PJM,"PJM Interconnection, LLC",megawatthours,81594,81692,,
12318,2024-04-23T22,PJM,"PJM Interconnection, LLC",megawatthours,82706,82330,,
12319,2024-04-23T23,PJM,"PJM Interconnection, LLC",megawatthours,84105,83140,,
12320,2024-04-24T00,PJM,"PJM Interconnection, LLC",megawatthours,85442,84216,,
12321,2024-11-14T00,PJM,"PJM Interconnection, LLC",megawatthours,92410,84962,96264,1370
12322,2024-11-14T01,PJM,"PJM Interconnection, LLC",megawatthours,91812,84962,96103,1370
12323,2024-11-14T02,PJM,"PJM Interconnection, LLC",megawatthours,89663,84962,95351,1370
12324,2024-11-14T03,PJM,"PJM Interconnection, LLC",megawatthours,85998,84962,92484,1370
12325,2024-11-14T04,PJM,"PJM Interconnection, LLC",megawatthours,82531,84962,89304,1370
12326,2024-11-14T05,PJM,"PJM Interconnection, LLC",megawatthours,79498,84962,85936,1370
12327,2024-11-14T06,PJM,"PJM Interconnection, LLC",megawatthours,78829,84962,84032,1370
12328,2024-11-14T07,PJM,"PJM Interconnection, LLC",megawatthours,77870,84962,83151,1370
12329,2024-11-14T08,PJM,"PJM Interconnection, LLC",megawatthours,77880,84962,82634,1370
12330,2024-11-14T09,PJM,"PJM Interconnection, LLC",megawatthours,79276,84962,81916,1370
12331,2024-11-14T10,PJM,"PJM Interconnection, LLC",megawatthours,83246,84962,82608,1370
12332,2024-11-14T11,PJM,"PJM Interconnection, LLC",megawatthours,89687,84962,84287,1370
12333,2024-11-14T12,PJM,"PJM Interconnection, LLC",megawatthours,93791,84962,89254,1370
12334,2024-11-14T13,PJM,"PJM Interconnection, LLC",megawatthours,93936,84962,92562,1370
12335,2024-11-14T14,PJM,"PJM Interconnection, LLC",megawatthours,92747,84962,94107,1370
12336,2024-11-14T15,PJM,"PJM Interconnection, LLC",megawatthours,91396,84962,94854,1370
12337,2024-11-14T16,PJM,"PJM Interconnection, LLC",megawatthours,90235,84962,95520,1370
12338,2024-11-14T17,PJM,"PJM Interconnection, LLC",megawatthours,89340,84962,95423,1370
12339,2024-11-14T18,PJM,"PJM Interconnection, LLC",megawatthours,88939,84962,95188,1370
12340,2024-11-14T19,PJM,"PJM Interconnection, LLC",megawatthours,88462,84962,94758,1370
12341,2024-11-14T20,PJM,"PJM Interconnection, LLC",megawatthours,88448,84962,95061,1370
12342,2024-11-14T21,PJM,"PJM Interconnection, LLC",megawatthours,89567,84962,94609,1370
12343,2024-11-14T22,PJM,"PJM Interconnection, LLC",megawatthours,91361,84962,96037,1370
12344,2024-11-14T23,PJM,"PJM Interconnection, LLC",megawatthours,92255,84962,98690,1370
12345,2024-11-15T00,PJM,"PJM Interconnection, LLC",megawatthours,92270,84962,98019,1370
12346,2024-11-15T01,PJM,"PJM Interconnection, LLC",megawatthours,91288,84962,96573,1370
12347,2024-11-15T02,PJM,"PJM Interconnection, LLC",megawatthours,88662,84962,94048,1370
12348,2024-11-15T03,PJM,"PJM Interconnection, LLC",megawatthours,84751,84962,90584,1370
12349,2024-11-15T04,PJM,"PJM Interconnection, LLC",megawatthours,80831,84962,87329,1370
12350,2024-11-15T05,PJM,"PJM Interconnection, LLC",megawatthours,77781,84962,85552,1370
12351,2024-11-15T06,PJM,"PJM Interconnection, LLC",megawatthours,76477,84962,83767,1370
12352,2024-11-15T07,PJM,"PJM Interconnection, LLC",megawatthours,75272,84962,81897,1370
12353,2024-11-15T08,PJM,"PJM Interconnection, LLC",megawatthours,75020,84962,80846,1370
12354,2024-11-15T09,PJM,"PJM Interconnection, LLC",megawatthours,76186,84962,80566,1370
12355,2024-11-15T10,PJM,"PJM Interconnection, LLC",megawatthours,79879,84962,81720,1370
12356,2024-11-15T11,PJM,"PJM Interconnection, LLC",megawatthours,85901,84962,83098,1370
12357,2024-11-15T12,PJM,"PJM Interconnection, LLC",megawatthours,89942,84962,87207,1370
12358,2024-11-15T13,PJM,"PJM Interconnection, LLC",megawatthours,90451,84962,90520,1370
12359,2024-11-15T14,PJM,"PJM Interconnection, LLC",megawatthours,89525,84962,91843,1370
12360,2024-11-15T15,PJM,"PJM Interconnection, LLC",megawatthours,88297,84962,91223,1370
12361,2024-11-15T16,PJM,"PJM Interconnection, LLC",megawatthours,87276,84962,90616,1370
12362,2024-11-15T17,PJM,"PJM Interconnection, LLC",megawatthours,86436,84962,89590,1370
12363,2024-11-15T18,PJM,"PJM Interconnection, LLC",megawatthours,86044,84962,88924,1370
12364,2024-11-15T19,PJM,"PJM Interconnection, LLC",megawatthours,85658,84962,89636,1370
12365,2024-11-15T20,PJM,"PJM Interconnection, LLC",megawatthours,85811,84962,88922,1370
12366,2024-11-15T21,PJM,"PJM Interconnection, LLC",megawatthours,86772,84962,87988,1370
12367,2024-11-15T22,PJM,"PJM Interconnection, LLC",megawatthours,88417,84962,89272,1370
12368,2024-11-15T23,PJM,"PJM Interconnection, LLC",megawatthours,88878,84962,92000,1370
12369,2024-11-16T00,PJM,"PJM Interconnection, LLC",megawatthours,88495,84962,91612,1370
12370,2024-11-16T01,PJM,"PJM Interconnection, LLC",megawatthours,87300,84962,90572,1370
12371,2024-11-16T02,PJM,"PJM Interconnection, LLC",megawatthours,85026,84962,88670,1370
12372,2024-11-16T03,PJM,"PJM Interconnection, LLC",megawatthours,81959,84962,86181,1370
12373,2024-11-16T04,PJM,"PJM Interconnection, LLC",megawatthours,78420,84962,83393,1370
12374,2024-11-16T05,PJM,"PJM Interconnection, LLC",megawatthours,75678,84962,82234,1370
12375,2024-11-16T06,PJM,"PJM Interconnection, LLC",megawatthours,73700,84962,80599,1370
12376,2024-11-16T07,PJM,"PJM Interconnection, LLC",megawatthours,72392,84962,78338,1370
12377,2024-11-16T08,PJM,"PJM Interconnection, LLC",megawatthours,71797,84962,76977,1370
12378,2024-11-16T09,PJM,"PJM Interconnection, LLC",megawatthours,72104,84962,76366,1370
12379,2024-11-16T10,PJM,"PJM Interconnection, LLC",megawatthours,73686,84962,75205,1370
12380,2024-11-16T11,PJM,"PJM Interconnection, LLC",megawatthours,76352,84962,75628,1370
12381,2024-11-16T12,PJM,"PJM Interconnection, LLC",megawatthours,78912,84962,76999,1370
12382,2024-11-16T13,PJM,"PJM Interconnection, LLC",megawatthours,80445,84962,79464,1370
12383,2024-11-16T14,PJM,"PJM Interconnection, LLC",megawatthours,80805,84962,81683,1370
12384,2024-11-16T15,PJM,"PJM Interconnection, LLC",megawatthours,80345,84962,82991,1370
12385,2024-11-16T16,PJM,"PJM Interconnection, LLC",megawatthours,79644,84962,83234,1370
12386,2024-11-16T17,PJM,"PJM Interconnection, LLC",megawatthours,78829,84962,83391,1370
12387,2024-11-16T18,PJM,"PJM Interconnection, LLC",megawatthours,78135,84962,83313,1370
12388,2024-11-16T19,PJM,"PJM Interconnection, LLC",megawatthours,77855,84962,82466,1370
12389,2024-11-16T20,PJM,"PJM Interconnection, LLC",megawatthours,78298,84962,82389,1370
